Date,Open,High,Low,Close,Source
6/17/2015,"2,097.40","2,106.79","2,088.86","2,100.44",
6/18/2015,"2,101.58","2,126.65","2,101.58","2,121.24",
6/19/2015,"2,121.06","2,121.64","2,109.45","2,109.99",
6/22/2015,"2,112.50","2,129.87","2,112.50","2,122.85",
6/23/2015,"2,123.16","2,128.03","2,119.89","2,124.20",
6/24/2015,"2,123.65","2,125.10","2,108.58","2,108.58",
6/25/2015,"2,109.96","2,116.04","2,101.78","2,102.31",
6/26/2015,"2,102.62","2,108.92","2,095.38","2,101.49",
6/29/2015,"2,098.63","2,098.63","2,056.64","2,057.64",
6/30/2015,"2,061.19","2,074.28","2,056.32","2,063.11",
7/1/2015,"2,067.00","2,082.78","2,067.00","2,077.42",
7/2/2015,"2,078.03","2,085.06","2,071.02","2,076.78",
7/6/2015,"2,073.95","2,078.61","2,058.40","2,068.76",
7/7/2015,"2,069.52","2,083.74","2,044.02","2,081.34",
7/8/2015,"2,077.66","2,077.66","2,044.66","2,046.68",
7/9/2015,"2,049.73","2,074.28","2,049.73","2,051.31",
7/10/2015,"2,052.74","2,081.31","2,052.74","2,076.62",
7/13/2015,"2,080.03","2,100.67","2,080.03","2,099.60",
7/14/2015,"2,099.72","2,111.98","2,098.18","2,108.95",
7/15/2015,"2,109.01","2,114.14","2,102.49","2,107.40",
7/16/2015,"2,110.55","2,124.42","2,110.55","2,124.29",
7/17/2015,"2,126.80","2,128.91","2,119.88","2,126.64",
7/20/2015,"2,126.85","2,132.82","2,123.65","2,128.28",
7/21/2015,"2,127.55","2,128.49","2,115.40","2,119.21",
7/22/2015,"2,118.21","2,118.51","2,110.00","2,114.15",
7/23/2015,"2,114.16","2,116.87","2,098.63","2,102.15",
7/24/2015,"2,102.24","2,106.01","2,077.09","2,079.65",
7/27/2015,"2,078.19","2,078.19","2,063.52","2,067.64",
7/28/2015,"2,070.75","2,095.60","2,069.09","2,093.25",
7/29/2015,"2,094.70","2,110.60","2,094.08","2,108.57",
7/30/2015,"2,106.78","2,110.48","2,094.97","2,108.63",
7/31/2015,"2,111.60","2,114.24","2,102.07","2,103.84",
8/3/2015,"2,104.49","2,105.70","2,087.31","2,098.04",
8/4/2015,"2,097.68","2,102.51","2,088.60","2,093.32",
8/5/2015,"2,095.27","2,112.66","2,095.27","2,099.84",
8/6/2015,"2,100.75","2,103.32","2,075.53","2,083.56",
8/7/2015,"2,082.61","2,082.61","2,067.91","2,077.57",
8/10/2015,"2,080.98","2,105.35","2,080.98","2,104.18",
8/11/2015,"2,102.66","2,102.66","2,076.49","2,084.07",
8/12/2015,"2,081.10","2,089.06","2,052.09","2,086.05",
8/13/2015,"2,086.19","2,092.93","2,078.26","2,083.39",
8/14/2015,"2,083.15","2,092.45","2,080.61","2,091.54",
8/17/2015,"2,089.70","2,102.87","2,079.30","2,102.44",
8/18/2015,"2,101.99","2,103.47","2,094.14","2,096.92",
8/19/2015,"2,095.69","2,096.17","2,070.53","2,079.61",
8/20/2015,"2,076.61","2,076.61","2,035.73","2,035.73",
8/21/2015,"2,034.08","2,034.08","1,970.89","1,970.89",
8/24/2015,"1,965.15","1,965.15","1,867.01","1,893.21",
8/25/2015,"1,898.08","1,948.04","1,867.08","1,867.61",
8/26/2015,"1,872.75","1,943.09","1,872.75","1,940.51",
8/27/2015,"1,942.77","1,989.60","1,942.77","1,987.66",
8/28/2015,"1,986.06","1,993.48","1,975.19","1,988.87",
8/31/2015,"1,986.73","1,986.73","1,965.98","1,972.18",
9/1/2015,"1,970.09","1,970.09","1,903.07","1,913.85",
9/2/2015,"1,916.52","1,948.91","1,916.52","1,948.86",
9/3/2015,"1,950.79","1,975.01","1,944.72","1,951.13",
9/4/2015,"1,947.76","1,947.76","1,911.21","1,921.22",
9/8/2015,"1,927.30","1,970.42","1,927.30","1,969.41",
9/9/2015,"1,971.45","1,988.63","1,937.88","1,942.04",
9/10/2015,"1,941.59","1,965.29","1,937.19","1,952.29",
9/11/2015,"1,951.45","1,961.05","1,939.19","1,961.05",
9/14/2015,"1,963.06","1,963.06","1,948.27","1,953.03",
9/15/2015,"1,955.10","1,983.19","1,954.30","1,978.09",
9/16/2015,"1,978.02","1,997.26","1,977.93","1,995.31",
9/17/2015,"1,995.33","2,020.86","1,986.73","1,990.20",
9/18/2015,"1,989.66","1,989.66","1,953.45","1,958.03",
9/21/2015,"1,960.84","1,979.64","1,955.80","1,966.97",
9/22/2015,"1,961.39","1,961.39","1,929.22","1,942.74",
9/23/2015,"1,943.24","1,949.52","1,932.57","1,938.76",
9/24/2015,"1,934.81","1,937.17","1,908.92","1,932.24",
9/25/2015,"1,935.93","1,952.89","1,921.50","1,931.34",
9/28/2015,"1,929.18","1,929.18","1,879.21","1,881.77",
9/29/2015,"1,881.90","1,899.48","1,871.91","1,884.09",
9/30/2015,"1,887.14","1,920.53","1,887.14","1,920.03",
10/1/2015,"1,919.65","1,927.21","1,900.70","1,923.82",
10/2/2015,"1,921.77","1,951.36","1,893.70","1,951.36",
10/5/2015,"1,954.33","1,989.17","1,954.33","1,987.05",
10/6/2015,"1,986.63","1,991.62","1,971.99","1,979.92",
10/7/2015,"1,982.34","1,999.31","1,976.44","1,995.83",
10/8/2015,"1,994.01","2,016.50","1,987.53","2,013.43",
10/9/2015,"2,013.73","2,020.13","2,007.61","2,014.89",
10/12/2015,"2,015.65","2,018.66","2,010.55","2,017.46",
10/13/2015,"2,015.00","2,022.34","2,001.78","2,003.69",
10/14/2015,"2,003.66","2,009.56","1,990.73","1,994.24",
10/15/2015,"1,996.47","2,024.15","1,996.47","2,023.86",
10/16/2015,"2,024.37","2,033.54","2,020.46","2,033.11",
10/19/2015,"2,031.73","2,034.45","2,022.31","2,033.66",
10/20/2015,"2,033.13","2,039.12","2,026.61","2,030.77",
10/21/2015,"2,033.47","2,037.97","2,017.22","2,018.94",
10/22/2015,"2,021.88","2,055.20","2,021.88","2,052.51",
10/23/2015,"2,058.19","2,079.74","2,058.19","2,075.15",
10/26/2015,"2,075.08","2,075.14","2,066.53","2,071.18",
10/27/2015,"2,068.75","2,070.37","2,058.84","2,065.89",
10/28/2015,"2,066.48","2,090.35","2,063.11","2,090.35",
10/29/2015,"2,088.35","2,092.52","2,082.63","2,089.41",
10/30/2015,"2,090.00","2,094.32","2,079.34","2,079.36",
11/2/2015,"2,080.76","2,106.20","2,080.76","2,104.05",
11/3/2015,"2,102.63","2,116.48","2,097.51","2,109.79",
11/4/2015,"2,110.60","2,114.59","2,096.98","2,102.31",
11/5/2015,"2,101.68","2,108.78","2,090.41","2,099.93",
11/6/2015,"2,098.60","2,101.91","2,083.74","2,099.20",
11/9/2015,"2,096.56","2,096.56","2,068.24","2,078.58",
11/10/2015,"2,077.19","2,083.67","2,069.91","2,081.72",
11/11/2015,"2,083.41","2,086.94","2,074.85","2,075.00",
11/12/2015,"2,072.29","2,072.29","2,045.66","2,045.97",
11/13/2015,"2,044.64","2,044.64","2,022.02","2,023.04",
11/16/2015,"2,022.08","2,053.22","2,019.39","2,053.19",
11/17/2015,"2,053.67","2,066.69","2,045.90","2,050.44",
11/18/2015,"2,051.99","2,085.31","2,051.99","2,083.58",
11/19/2015,"2,083.70","2,086.74","2,078.76","2,081.24",
11/20/2015,"2,082.82","2,097.06","2,082.82","2,089.17",
11/23/2015,"2,089.41","2,095.61","2,081.39","2,086.59",
11/24/2015,"2,084.42","2,094.12","2,070.29","2,089.14",
11/25/2015,"2,089.30","2,093.00","2,086.30","2,088.87",
11/27/2015,"2,088.82","2,093.29","2,084.13","2,090.11",
11/30/2015,"2,090.95","2,093.81","2,080.41","2,080.41",
12/1/2015,"2,082.93","2,103.37","2,082.93","2,102.63",
12/2/2015,"2,101.71","2,104.27","2,077.11","2,079.51",
12/3/2015,"2,080.71","2,085.00","2,042.35","2,049.62",
12/4/2015,"2,051.24","2,093.84","2,051.24","2,091.69",
12/7/2015,"2,090.42","2,090.42","2,066.78","2,077.07",
12/8/2015,"2,073.39","2,073.85","2,052.32","2,063.59",
12/9/2015,"2,061.17","2,080.33","2,036.53","2,047.62",
12/10/2015,"2,047.93","2,067.65","2,045.67","2,052.23",
12/11/2015,"2,047.27","2,047.27","2,008.80","2,012.37",
12/14/2015,"2,013.37","2,022.92","1,993.26","2,021.94",
12/15/2015,"2,025.55","2,053.87","2,025.55","2,043.41",
12/16/2015,"2,046.50","2,076.72","2,042.43","2,073.07",
12/17/2015,"2,073.76","2,076.37","2,041.66","2,041.89",
12/18/2015,"2,040.81","2,040.81","2,005.33","2,005.55",
12/21/2015,"2,010.27","2,022.90","2,005.93","2,021.15",
12/22/2015,"2,023.15","2,042.74","2,020.49","2,038.97",
12/23/2015,"2,042.20","2,064.73","2,042.20","2,064.29",
12/24/2015,"2,063.52","2,067.36","2,058.73","2,060.99",
12/28/2015,"2,057.77","2,057.77","2,044.20","2,056.50",
12/29/2015,"2,060.54","2,081.56","2,060.54","2,078.36",
12/30/2015,"2,077.34","2,077.34","2,061.97","2,063.36",
12/31/2015,"2,060.59","2,062.54","2,043.62","2,043.94",
1/4/2016,"2,038.20","2,038.20","1,989.68","2,012.66",
1/5/2016,"2,013.78","2,021.94","2,004.17","2,016.71",
1/6/2016,"2,011.71","2,011.71","1,979.05","1,990.26",
1/7/2016,"1,985.32","1,985.32","1,938.83","1,943.09",
1/8/2016,"1,945.97","1,960.40","1,918.46","1,922.03",
1/11/2016,"1,926.12","1,935.65","1,901.10","1,923.67",
1/12/2016,"1,927.83","1,947.38","1,914.35","1,938.68",
1/13/2016,"1,940.34","1,950.33","1,886.41","1,890.28",
1/14/2016,"1,891.68","1,934.47","1,878.93","1,921.84",
1/15/2016,"1,916.68","1,916.68","1,857.83","1,880.33",
1/19/2016,"1,888.66","1,901.44","1,864.60","1,881.33",
1/20/2016,"1,876.18","1,876.18","1,812.29","1,859.33",
1/21/2016,"1,861.46","1,889.85","1,848.98","1,868.99",
1/22/2016,"1,877.40","1,908.85","1,877.40","1,906.90",
1/25/2016,"1,906.28","1,906.28","1,875.97","1,877.08",
1/26/2016,"1,878.79","1,906.73","1,878.79","1,903.63",
1/27/2016,"1,902.52","1,916.99","1,872.70","1,882.95",
1/28/2016,"1,885.22","1,902.96","1,873.65","1,893.36",
1/29/2016,"1,894.00","1,940.24","1,894.00","1,940.24",
2/1/2016,"1,936.94","1,947.20","1,920.30","1,939.38",
2/2/2016,"1,935.26","1,935.26","1,897.29","1,903.03",
2/3/2016,"1,907.07","1,918.01","1,872.23","1,912.53",
2/4/2016,"1,911.67","1,927.35","1,900.52","1,915.45",
2/5/2016,"1,913.07","1,913.07","1,872.65","1,880.05",
2/8/2016,"1,873.25","1,873.25","1,828.46","1,853.44",
2/9/2016,"1,848.46","1,868.25","1,834.94","1,852.21",
2/10/2016,"1,857.10","1,881.60","1,850.32","1,851.86",
2/11/2016,"1,847.00","1,847.00","1,810.10","1,829.08",
2/12/2016,"1,833.40","1,864.78","1,833.40","1,864.78",
2/16/2016,"1,871.44","1,895.77","1,871.44","1,895.58",
2/17/2016,"1,898.80","1,930.68","1,898.80","1,926.82",
2/18/2016,"1,927.57","1,930.00","1,915.09","1,917.83",
2/19/2016,"1,916.74","1,918.78","1,902.17","1,917.78",
2/22/2016,"1,924.44","1,946.70","1,924.44","1,945.50",
2/23/2016,"1,942.38","1,942.38","1,919.44","1,921.27",
2/24/2016,"1,917.56","1,932.08","1,891.00","1,929.80",
2/25/2016,"1,931.87","1,951.83","1,925.41","1,951.70",
2/26/2016,"1,954.95","1,962.96","1,945.78","1,948.05",
2/29/2016,"1,947.13","1,958.27","1,931.81","1,932.23",
3/1/2016,"1,937.09","1,978.35","1,937.09","1,978.35",
3/2/2016,"1,976.60","1,986.51","1,968.80","1,986.45",
3/3/2016,"1,985.60","1,993.69","1,977.37","1,993.40",
3/4/2016,"1,994.01","2,009.13","1,986.77","1,999.99",
3/7/2016,"1,996.11","2,006.12","1,989.38","2,001.76",
3/8/2016,"1,996.88","1,996.88","1,977.43","1,979.26",
3/9/2016,"1,981.44","1,992.69","1,979.84","1,989.26",
3/10/2016,"1,990.97","2,005.08","1,969.25","1,989.57",
3/11/2016,"1,994.71","2,022.37","1,994.71","2,022.19",
3/14/2016,"2,019.27","2,024.57","2,012.05","2,019.64",
3/15/2016,"2,015.27","2,015.94","2,005.23","2,015.93",
3/16/2016,"2,014.24","2,032.02","2,010.04","2,027.22",
3/17/2016,"2,026.90","2,046.24","2,022.16","2,040.59",
3/18/2016,"2,041.16","2,052.36","2,041.16","2,049.58",
3/21/2016,"2,047.88","2,053.91","2,043.14","2,051.60",
3/22/2016,"2,048.64","2,056.60","2,040.57","2,049.80",
3/23/2016,"2,048.55","2,048.55","2,034.86","2,036.71",
3/24/2016,"2,032.48","2,036.04","2,022.49","2,035.94",
3/28/2016,"2,037.89","2,042.67","2,031.96","2,037.05",
3/29/2016,"2,035.75","2,055.91","2,028.31","2,055.01",
3/30/2016,"2,058.27","2,072.21","2,058.27","2,063.95",
3/31/2016,"2,063.77","2,067.92","2,057.46","2,059.74",
4/1/2016,"2,056.62","2,075.07","2,043.98","2,072.78",
4/4/2016,"2,073.19","2,074.02","2,062.57","2,066.13",
4/5/2016,"2,062.50","2,062.50","2,042.56","2,045.17",
4/6/2016,"2,045.56","2,067.33","2,043.09","2,066.66",
4/7/2016,"2,063.01","2,063.01","2,033.80","2,041.91",
4/8/2016,"2,045.54","2,060.63","2,041.69","2,047.60",
4/11/2016,"2,050.23","2,062.93","2,041.88","2,041.99",
4/12/2016,"2,043.72","2,065.05","2,039.74","2,061.72",
4/13/2016,"2,065.92","2,083.18","2,065.92","2,082.42",
4/14/2016,"2,082.89","2,087.84","2,078.13","2,082.78",
4/15/2016,"2,083.10","2,083.22","2,076.31","2,080.73",
4/18/2016,"2,078.83","2,094.66","2,073.65","2,094.34",
4/19/2016,"2,096.05","2,104.05","2,091.68","2,100.80",
4/20/2016,"2,101.52","2,111.05","2,096.32","2,102.40",
4/21/2016,"2,102.09","2,103.78","2,088.52","2,091.48",
4/22/2016,"2,091.49","2,094.32","2,081.20","2,091.58",
4/25/2016,"2,089.37","2,089.37","2,077.52","2,087.79",
4/26/2016,"2,089.84","2,096.87","2,085.80","2,091.70",
4/27/2016,"2,092.33","2,099.89","2,082.31","2,095.15",
4/28/2016,"2,090.93","2,099.30","2,071.62","2,075.81",
4/29/2016,"2,071.82","2,073.85","2,052.28","2,065.30",
5/2/2016,"2,067.17","2,083.42","2,066.11","2,081.43",
5/3/2016,"2,077.18","2,077.18","2,054.89","2,063.37",
5/4/2016,"2,060.30","2,060.30","2,045.55","2,051.12",
5/5/2016,"2,052.95","2,060.23","2,045.77","2,050.63",
5/6/2016,"2,047.77","2,057.72","2,039.45","2,057.14",
5/9/2016,"2,057.55","2,064.15","2,054.31","2,058.69",
5/10/2016,"2,062.63","2,084.87","2,062.63","2,084.39",
5/11/2016,"2,083.29","2,083.29","2,064.46","2,064.46",
5/12/2016,"2,067.17","2,073.99","2,053.13","2,064.11",
5/13/2016,"2,062.50","2,066.79","2,043.13","2,046.61",
5/16/2016,"2,046.53","2,071.88","2,046.53","2,066.66",
5/17/2016,"2,065.04","2,065.69","2,040.82","2,047.21",
5/18/2016,"2,044.38","2,060.61","2,034.49","2,047.63",
5/19/2016,"2,044.21","2,044.21","2,025.91","2,040.04",
5/20/2016,"2,041.88","2,058.35","2,041.88","2,052.32",
5/23/2016,"2,052.23","2,055.58","2,047.26","2,048.04",
5/24/2016,"2,052.65","2,079.67","2,052.65","2,076.06",
5/25/2016,"2,078.93","2,094.73","2,078.93","2,090.54",
5/26/2016,"2,091.44","2,094.30","2,087.08","2,090.10",
5/27/2016,"2,090.06","2,099.06","2,090.06","2,099.06",
5/31/2016,"2,100.13","2,103.48","2,088.66","2,096.96",
6/1/2016,"2,093.94","2,100.97","2,085.10","2,099.33",
6/2/2016,"2,097.71","2,105.26","2,088.59","2,105.26",
6/3/2016,"2,104.07","2,104.07","2,085.36","2,099.13",
6/6/2016,"2,100.83","2,113.36","2,100.83","2,109.41",
6/7/2016,"2,110.18","2,119.22","2,110.18","2,112.13",
6/8/2016,"2,112.71","2,120.55","2,112.71","2,119.12",
6/9/2016,"2,115.65","2,117.64","2,107.73","2,115.48",
6/10/2016,"2,109.57","2,109.57","2,089.96","2,096.07",
6/13/2016,"2,091.75","2,098.12","2,078.46","2,079.06",
6/14/2016,"2,076.65","2,081.30","2,064.10","2,075.32",
6/15/2016,"2,077.60","2,085.65","2,069.80","2,071.50",
6/16/2016,"2,066.36","2,079.62","2,050.37","2,077.99",
6/17/2016,"2,078.20","2,078.20","2,062.84","2,071.22",
6/20/2016,"2,075.58","2,100.66","2,075.58","2,083.25",
6/21/2016,"2,085.19","2,093.66","2,083.02","2,088.90",
6/22/2016,"2,089.75","2,099.71","2,084.36","2,085.45",
6/23/2016,"2,092.80","2,113.32","2,092.80","2,113.32",
6/24/2016,"2,103.81","2,103.81","2,032.57","2,037.41",
6/27/2016,"2,031.45","2,031.45","1,991.68","2,000.54",
6/28/2016,"2,006.67","2,036.09","2,006.67","2,036.09",
6/29/2016,"2,042.69","2,073.13","2,042.69","2,070.77",
6/30/2016,"2,073.17","2,098.94","2,070.00","2,098.86",
7/1/2016,"2,099.34","2,108.71","2,097.90","2,102.95",
7/5/2016,"2,095.05","2,095.05","2,080.86","2,088.55",
7/6/2016,"2,084.43","2,100.72","2,074.02","2,099.73",
7/7/2016,"2,100.42","2,109.08","2,089.39","2,097.90",
7/8/2016,"2,106.97","2,131.71","2,106.97","2,129.90",
7/11/2016,"2,131.72","2,143.16","2,131.72","2,137.16",
7/12/2016,"2,139.50","2,155.40","2,139.50","2,152.14",
7/13/2016,"2,153.81","2,156.45","2,146.21","2,152.43",
7/14/2016,"2,157.88","2,168.99","2,157.88","2,163.75",
7/15/2016,"2,165.13","2,169.05","2,155.79","2,161.74",
7/18/2016,"2,162.04","2,168.35","2,159.63","2,166.89",
7/19/2016,"2,163.79","2,164.63","2,159.01","2,163.78",
7/20/2016,"2,166.10","2,175.63","2,164.89","2,173.02",
7/21/2016,"2,172.91","2,174.56","2,159.75","2,165.17",
7/22/2016,"2,166.47","2,175.11","2,163.24","2,175.03",
7/25/2016,"2,173.71","2,173.71","2,161.95","2,168.48",
7/26/2016,"2,168.97","2,173.54","2,160.18","2,169.18",
7/27/2016,"2,169.81","2,174.98","2,159.07","2,166.58",
7/28/2016,"2,166.05","2,172.85","2,159.74","2,170.06",
7/29/2016,"2,168.83","2,177.09","2,163.49","2,173.60",
8/1/2016,"2,173.15","2,178.29","2,166.21","2,170.84",
8/2/2016,"2,169.94","2,170.20","2,147.58","2,157.03",
8/3/2016,"2,156.81","2,163.79","2,152.56","2,163.79",
8/4/2016,"2,163.51","2,168.19","2,159.07","2,164.25",
8/5/2016,"2,168.79","2,182.87","2,168.79","2,182.87",
8/8/2016,"2,183.76","2,185.44","2,177.85","2,180.89",
8/9/2016,"2,182.24","2,187.66","2,178.61","2,181.74",
8/10/2016,"2,182.81","2,183.41","2,172.00","2,175.49",
8/11/2016,"2,177.97","2,188.45","2,177.97","2,185.79",
8/12/2016,"2,183.74","2,186.28","2,179.42","2,184.05",
8/15/2016,"2,186.08","2,193.81","2,186.08","2,190.15",
8/16/2016,"2,186.24","2,186.24","2,178.14","2,178.15",
8/17/2016,"2,177.84","2,183.08","2,168.50","2,182.22",
8/18/2016,"2,181.90","2,187.03","2,180.46","2,187.02",
8/19/2016,"2,184.24","2,185.00","2,175.13","2,183.87",
8/22/2016,"2,181.58","2,185.15","2,175.96","2,182.64",
8/23/2016,"2,187.81","2,193.42","2,186.80","2,186.90",
8/24/2016,"2,185.09","2,186.66","2,171.25","2,175.44",
8/25/2016,"2,173.29","2,179.00","2,169.74","2,172.47",
8/26/2016,"2,175.10","2,187.94","2,160.39","2,169.04",
8/29/2016,"2,170.19","2,183.48","2,170.19","2,180.38",
8/30/2016,"2,179.45","2,182.27","2,170.41","2,176.12",
8/31/2016,"2,173.56","2,173.79","2,161.35","2,170.95",
9/1/2016,"2,171.33","2,173.56","2,157.09","2,170.86",
